route_id,stop_id,stop_name,stop_sequence,distance_to_next_stop,travel_time_to_next_stop
362-203,6044-9da250d0,Stop B Manurewa Station,11,0.32901868066038625,1.5166666666666666
362-203,6756-3e37e51d,Bowater Place,12,0.2021539112805704,0.7166666666666667
362-203,6758-86fb5c7d,Coxhead Road,13,0.25364285248688473,0.9
362-203,6760-86afa88f,Weymouth Road/Clendon Pl,14,0.2652653185800474,0.95
362-203,6762-1dbc0546,Friedlanders Road,15,0.3575934503305901,1.25
362-203,2316-c0c82a1f,Gainsborough Street,16,0.3695715267249987,1.55
362-203,6880-30bbdb5f,Rowandale Avenue/Weymouth Road,17,0.2931443040457667,1.0333333333333334
362-203,2170-55bf426f,Rowandale Avenue/Sharland Avenue,18,0.4019564793836999,1.4166666666666667
362-203,6986-5454a18f,Rowandale School,19,0.3273790964438999,1.4333333333333333
362-203,6844-97365e77,John Walker Drive,20,0.17686905992013352,0.6333333333333333
362-203,6846-f37b8916,Pallant Street,21,0.17854878268764238,0.6333333333333333
362-203,6848-ed7f4283,Wordsworth Road/Roscommon Road,22,0.34148910415601397,1.4833333333333334
362-203,2318-0c1ed891,Roscommon Road/Sharland Avenue,23,0.3766018338194515,1.3166666666666667
362-203,6852-e249af17,Roscommon Road/Weymouth Road,24,0.47416918752135645,1.95
362-203,6766-0b897adc,Oranga Tamariki Ministry for Children,25,0.45567496074536495,1.6
362-203,2208-d55e83be,Becker Drive,26,0.2648109124262283,0.95
362-203,6776-54a60c21,Gila Place,27,0.23226287326602482,0.8666666666666667
362-203,6772-77413a98,Gibbons Road,28,0.26542902847816535,0.95
362-203,6774-3454f87a,Weymouth School,29,0.19526834278110183,0.85
362-203,6778-c63b39ab,20 Waimai Avenue,30,,
865-203,3107-f77cc5d0,Browns Bay Shops,1,0.2015091270883717,0.6
865-203,3126-33259104,Woolworths Browns Bay,2,0.2736613011683193,0.6666666666666666
865-203,3128-e2e035e1,Anzac Road/Beach Road,3,0.6038927423074723,1.4666666666666666
865-203,3132-05293d4a,Oaktree Avenue,4,0.2501242320973549,0.5833333333333334
865-203,3117-eef29aa7,Hollyhock Place,5,0.28818099084571425,0.65
865-203,3119-1cc297a8,Redwing Street,6,0.39461272836740124,0.9333333333333333
865-203,3123-0fb3b086,Weetman Drive,7,0.3655125071027149,0.8666666666666667
865-203,3125-8bc5f38c,Langana Avenue,8,0.20466737648863995,0.95
865-203,3127-d6b4cd47,Greville Road,9,0.3011269806308495,0.9833333333333333
865-203,4244-702a54fc,Hauraki Crescent,10,0.42643845677883824,1.1666666666666667
865-203,3182-aa493c33,Bundoran Way,11,0.3806080441835399,0.8833333333333333
865-203,3187-d2f7194b,Pinehill School,12,0.3526886282549807,0.8
865-203,4292-92f947cc,McClymonts Road/Kerekin Drive,13,0.4607562208474184,1.45
865-203,4227-0e16a7e9,Stop C Albany Bus Station,14,,
INN-202,7106-026b649d,Victoria Park Market,1,0.21362731033398516,0.6
INN-202,7108-87efa451,Franklin Road,2,0.3459221522043527,0.95
INN-202,7110-7e35124f,England Street,3,0.17727779336003094,0.5166666666666667
INN-202,7112-da37447d,Mercy Hospice,4,0.24795110725454134,0.9333333333333333
INN-202,7223-bdcf6cc4,Pompallier Terrace,5,0.23520089738187855,1.4
INN-202,7221-b28d532b,Ponsonby Methodist Church,6,0.1747734720372461,1.0666666666666667
INN-202,7219-06392a6a,Summer Street,7,0.2937472988769141,1.75
INN-202,7217-9cc0238c,Collingwood Street,8,0.2618267955342253,1.6166666666666667
INN-202,7215-cb3a712c,Ponsonby Road/Picton Street,9,0.19297084456995733,1.1833333333333333
INN-202,7213-c1b68c83,Ponsonby Road/Western Park,10,0.3400293320760888,2.0
INN-202,7211-824d717b,Ponsonby Road/Karangahape Road,11,0.4041455412009209,2.6166666666666667
INN-202,7135-b1ba3584,Rainbow Bridge/Karangahape Road,12,0.3964213852217197,2.35
INN-202,7131-cf2b5a78,Karangahape Road/Queen Street,13,0.20069239366106206,1.2666666666666666
INN-202,1069-6968c8a2,Symonds Street Cemetery,14,0.7109460734464106,4.333333333333333
INN-202,7228-0bb6f9ba,Park Road/Auckland City Hospital,15,0.49225812797272245,3.033333333333333
INN-202,7230-e5a8431b,Grafton Station,16,0.3182143030080063,2.283333333333333
INN-202,8541-4701d941,Melrose Street,17,0.2977006597786104,1.8166666666666667
INN-202,7180-d8879c11,Broadway,18,0.4169847704151578,2.933333333333333
INN-202,7204-fea806bd,Stop C Westfield Newmarket,19,0.20919970417271477,1.3166666666666667
INN-202,7208-72f6415f,Clovernook Road,20,0.2580274350892739,2.85
INN-202,7203-52127399,Stop A Westfield Newmarket,21,0.4576072550185881,2.566666666666667
INN-202,7199-e53e3497,Olympic Pool,22,0.4171388378872468,2.45
INN-202,7197-ee4b9f28,Parnell Library,23,0.2208064163313912,1.2666666666666666
INN-202,7195-565504a6,Ayr Street,24,0.2019863258534435,1.2
INN-202,7193-7ada3d13,Holy Trinity Cathedral,25,0.18109560104304223,1.1166666666666667
INN-202,7191-e3f423c1,St Georges Bay Road,26,0.27055645117038235,1.55
INN-202,7189-eedafbec,Scarborough Lane,27,0.33259502412191816,1.8666666666666667
INN-202,7187-f06c0550,Parnell Shops,28,0.23664239120290795,1.4333333333333333
INN-202,7185-34e3c82d,Fraser Park,29,0.3122572054925914,1.8
INN-202,7183-16dafea4,Churchill Street,30,0.42910118982909123,2.466666666666667
INN-202,7179-9b4fd003,Spark Arena,31,0.5834800298366073,3.4166666666666665
INN-202,7016-875f30cb,Stop A Britomart Queens Arcade,32,0.485658148892303,4.733333333333333
INN-202,7034-7b36cf5b,Bradnor Lane,33,0.5165015855200307,5.2
INN-202,1319-b41ddf26,Halsey Street/Victoria Park,34,0.17801208926416806,2.066666666666667
INN-202,7106-026b649d,Victoria Park Market,35,,
35-205,1812-fc74d6f8,Bay 12 Manukau Bus Station,1,1.3033945525005932,3.783333333333333
35-205,6368-126c135c,Birchlea Rise,2,0.6906137672552897,2.066666666666667
35-205,6306-5444647c,Hollyford Drive,3,0.3089924180443091,0.7833333333333333
35-205,6308-787111d1,Boundary Road,4,0.16306319788598705,0.5
35-205,6313-c7a93ff1,Alta Terrace,5,0.514719469982451,1.2833333333333334
35-205,2142-76fdcecd,Chapel Downs Primary School,6,0.5945576453326163,1.4666666666666666
35-205,6967-00730f06,Summerset Retirement Village,7,0.26742183194988856,0.6833333333333333
35-205,2136-dcb09665,Michael Jones Drive,8,0.424229117537116,1.05
35-205,2236-052f4969,Chapel Road/Barry Curtis Park,9,0.15751027117302355,0.4
35-205,2134-e0561d55,Chapel Road/Ormiston Road,10,0.2040746697900201,0.65
35-205,2446-5607a6ec,Ormiston Road/Ormiston Hospital,11,0.5403255999460301,1.3333333333333333
35-205,2334-9660f119,Stop A Ormiston Town Centre,12,0.5696907302698989,1.45
35-205,1962-ebe3afb5,Ormiston Senior College,13,0.20495590872319652,0.5333333333333333
35-205,2454-e171ed2c,Geranium Avenue,14,0.32909312505350885,1.0666666666666667
35-205,2080-eeeeb66a,Salford Crescent,15,0.3829518043538457,1.0
35-205,2078-e7c44308,Concepts Way,16,0.38538465236502256,1.1666666666666667
35-205,6983-dad68cb6,Topland Drive,17,0.45563438376004267,1.1666666666666667
35-205,6985-0a2b05a8,Kensway Drive,18,0.45057267517231964,1.1666666666666667
35-205,6962-ea740bad,Stancombe Road/Barry Curtis Park,19,0.5708648691082644,2.033333333333333
35-205,6192-832789b9,Cyril French Park,20,0.4876637013967971,1.25
35-205,6194-4a979f5f,Gracechurch Drive,21,0.4312541481758044,1.1166666666666667
35-205,6196-5e67568e,Ballybay Road,22,0.4378385133143407,1.1333333333333333
35-205,6198-424b8d2a,Smales Road,23,0.3679584682602195,0.95
35-205,6220-3ae9ade7,Carlingford Drive,24,0.5820536714167543,1.4833333333333334
35-205,6779-150cf64f,Botany Secondary College,25,0.3255192540845659,3.4833333333333334
35-205,6231-190b2aaa,Stop A Botany Town Centre,26,,
363-203,6048-79f366f2,Stop A Manurewa Station,1,0.3299059757243061,1.1166666666666667
363-203,6756-3e37e51d,Bowater Place,2,0.2021539112805704,0.45
363-203,6758-86fb5c7d,Coxhead Road,3,0.142303322311353,0.45
363-203,6786-dabea85e,Coxhead Road/Weymouth Road,4,0.35404095711892636,0.7666666666666667
363-203,6788-11c857cf,Kita Road,5,0.34559487292999513,0.7666666666666667
363-203,6790-335b2349,Kohiwi Road,6,0.33224760601897485,0.75
363-203,6792-6cb407ef,Coxhead Road/Mahia Road,7,0.26233611635731574,0.5666666666666667
363-203,6794-fd1347ca,Hooks Road,8,0.22032516460046167,0.5
363-203,2480-6f215bb6,Coxhead Road/Wattle Farm Road,9,0.2320326482497325,0.6166666666666667
363-203,6796-af607b16,Clayton Park Primary,10,0.5659661371608788,1.25
363-203,6836-08d453ae,Glencalder Place,11,0.46748842337328755,0.95
363-203,2019-cad815e0,Wattle Downs Golf Course,12,0.33926645354356993,0.8
363-203,6806-880013f9,Fergy Crescent,13,0.35595953602612673,0.85
363-203,2314-42ef1e67,Turnberry Drive/Wattle Farm Road,14,0.43542514324958576,0.9166666666666666
363-203,6808-50988815,Scotsmoor Drive,15,0.12103447433526766,0.35
363-203,2093-c809e3be,Reremoana School,16,0.18394663818111187,0.48333333333333334
363-203,6859-e50fd52f,Scotsmoor Drive,17,0.30748308142508063,0.65
363-203,6843-87c8f301,Hadley Wood Drive,18,0.2610470457980248,0.6166666666666667
363-203,6819-0de7d809,St Annes Crescent,19,0.2930606053472038,0.6166666666666667
363-203,6817-00426359,Hoylake Place,20,0.2839478440151197,0.7
363-203,6815-40bbda8f,89 Carnoustie Drive,21,0.43926941832382427,0.9166666666666666
363-203,6847-38bfea84,Pinehurst Place,22,0.38696425874104895,0.8166666666666667
363-203,6828-cbcefe8b,Muirfield Street,23,0.5133090845161823,1.1
363-203,6810-d4cf5b77,Trossach Place,24,0.4392235472664545,1.0333333333333334
363-203,6845-00d74ce9,Coxhead Road/Wattle Farm Road,25,0.25036371585271394,0.5166666666666667
363-203,6809-9802a4c1,Hooks Road,26,0.23875676118457526,0.5166666666666667
363-203,6807-a35c4c11,Coxhead Road/Mahia Road,27,0.42453115706773387,0.9
363-203,6805-3d52a4a5,Kohiwi Road,28,0.27248127566643016,0.5833333333333334
363-203,6803-b2f0ad74,Kita Road,29,0.3366497401435403,0.7
363-203,6801-52522367,Coxhead Road/Weymouth Road,30,0.2796796264496957,0.6833333333333333
363-203,6767-90884014,Bowater Place,31,0.38173825806556305,1.05
363-203,6048-79f366f2,Stop A Manurewa Station,32,,
50B-217,1101-c120d962,Fourth Avenue,1,0.4944027968546458,1.3333333333333333
50B-217,1103-b8016f4f,Sea View Road,2,0.16333795070002977,0.4166666666666667
50B-217,1105-3ae67352,Totara Road,3,0.636751127187053,1.8666666666666667
50B-217,1123-da46a7ec,103 Onetangi Road,4,0.38346276245696487,0.9666666666666667
50B-217,1107-e332b5de,Waiheke Golf Course,5,0.1628033719642556,0.4
50B-217,1109-399dce14,Museum and Historical Village,6,0.3280101308348498,0.8333333333333334
50B-217,1111-32e93f6c,Vineyards,7,0.5988767527929317,1.6666666666666667
50B-217,1141-881cd110,O'Brien Road,8,0.6466761786424754,1.6666666666666667
50B-217,1130-0986e64c,Erua Road,9,0.48184117550111416,1.35
50B-217,1509-9956575d,PlaceMakers Waiheke,10,0.3173568955428496,0.95
50B-217,1170-67b965e8,Waiheke War Memorial Hall,11,0.20272392840170048,0.55
50B-217,1191-87715a7c,Stop A Ostend,12,0.2922142561998473,0.7166666666666667
50B-217,1172-e3f92098,Belgium Street,13,0.21869323895595408,0.5
50B-217,1504-afdeb187,Ostend Domain,14,0.6157935867299641,1.35
50B-217,1162-59e1455a,Shelley Beach Road,15,0.28138759484661763,0.6166666666666667
50B-217,1160-d1462525,Donald Bruce Road,16,0.442234436443597,1.05
50B-217,1179-eaafea3b,Hooks Lane,17,0.2986244845377597,0.7666666666666667
50B-217,1156-0645db20,Surfdale Shops,18,0.35073416044198363,1.5166666666666666
50B-217,1175-070b704e,Tetley Road,19,0.36011565381292915,1.2
50B-217,1152-0345de43,Frank Street,20,0.6728304819511614,2.1333333333333333
50B-217,1528-7367e652,Moa Avenue,21,0.38760484022589176,1.2333333333333334
50B-217,1150-f6690513,Ocean View Road/Tui Street,22,0.35594489938747154,1.15
50B-217,1138-eab89ed5,Ocean View Road/Oneroa Village,23,0.8126178251802939,2.683333333333333
50B-217,1216-a00b5076,Owhanake Car Park,24,0.6521465387411156,2.0833333333333335
50B-217,1134-3f27d794,Matiatia Terminal,25,,
33-203,2716-29bbacfe,Papakura Station,1,0.19001792886772503,0.5833333333333334
33-203,2553-f0487be1,Countdown Papakura,2,0.3278820111036039,1.2166666666666666
33-203,2523-cb538dd9,Papakura Shops,3,0.41522291501033837,1.15
33-203,2525-9c340c8f,First Presbyterian Church,4,0.2378247235424781,0.7166666666666667
33-203,2527-f0cd994e,Don Street,5,0.3380854285508947,0.9333333333333333
33-203,2529-f9304492,Trentham Road,6,0.3990971258465266,1.1
33-203,2531-4c71d7b9,PAK'nSAVE Papakura,7,0.49439773693994,1.3666666666666667
33-203,2533-d34764ba,Southgate Shopping Centre,8,0.3268128489524542,0.9166666666666666
33-203,2535-861ae9ec,Countdown Takanini,9,0.2913747889986279,0.8333333333333334
33-203,2773-6ab5e3ba,Beach Road,10,0.418523567206322,1.15
33-203,2537-7d8b2a49,Walter Strevens Drive,11,0.21023767498885101,0.6166666666666667
33-203,2539-0c4475ef,Maru Road,12,0.4476571164518512,1.25
33-203,2541-424486ef,Challen Close,13,0.7939239209664029,2.15
33-203,2635-84e74e76,Woolworths Waiata Shores,14,0.3070930474319038,0.8666666666666667
33-203,6051-baa303cd,Great South Road/Mahia Road,15,0.1774708791628808,0.5
33-203,2427-47981d24,Great South Road/Te Mahia Station,16,0.24562396398451983,0.7
33-203,2403-b179902e,Kevale Place,17,0.47166308403264007,1.3
33-203,6047-f079274a,Mcannalley Street,18,0.4807977386761211,1.6333333333333333
33-203,6048-79f366f2,Stop A Manurewa Station,19,0.22918998505641508,0.8833333333333333
33-203,2294-ab2a1225,Station Road,20,0.16393444611292932,0.55
33-203,2471-f6256c3d,Maich Road,21,0.2882376202724822,0.9666666666666667
33-203,6041-9e598807,Corin Avenue,22,0.37387302629356634,0.9666666666666667
33-203,6039-f31b6407,Halsey Road,23,0.2947122161080087,0.75
33-203,6037-783228e2,Great South Road/Grande Vue Road,24,0.4391625906934645,1.1333333333333333
33-203,6035-7936fb29,Manukau SuperClinic,25,0.6527200577532053,1.6833333333333333
33-203,6033-93563273,Kerrs Road,26,0.49738306805884036,1.3333333333333333
33-203,2143-4ac94b16,Events Centre,27,0.9222914234535028,3.716666666666667
33-203,2179-0e8b708d,Stop A Manukau Station,28,0.4740937190904688,2.033333333333333
33-203,6923-277d30d7,Osterley Way,29,0.29817816681672077,1.2166666666666666
33-203,2335-144eb407,Great South Road/Ronwood Avenue,30,0.38647194580400196,1.3166666666666667
33-203,6771-8602ab79,AUT Manukau,31,0.41265640963531114,1.4166666666666667
33-203,6025-6ee5e84f,Great South Road/Puhinui Road,32,0.5312271599651521,1.8666666666666667
33-203,6023-7d6f704d,Saint Addai Chaldean Church,33,0.2191129386681611,0.7666666666666667
33-203,6021-8c2cd910,Waenganui Allenby Park,34,0.4332729745344115,1.4666666666666666
33-203,6017-7b18a46f,Birdwood Avenue,35,0.4508663545537286,1.55
33-203,6015-d9511b01,Papatoetoe Central School,36,0.39851705679879923,1.35
33-203,6013-b15836bb,Hunters Plaza,37,0.2921764143919007,1.0166666666666666
33-203,6011-87825887,Saint Johns Church,38,0.24167103100511256,0.7333333333333333
33-203,6009-254c5a6d,Maxwell Avenue,39,0.36198105454646023,1.0666666666666667
33-203,6007-4fb0b903,Kautami Avenue,40,0.2106765349389026,0.6333333333333333
33-203,6005-f922ef93,Papatoetoe Intermediate,41,0.5216620582947666,1.5333333333333334
33-203,6003-5aa7dac1,Laureston Avenue,42,0.6777771296841905,2.033333333333333
33-203,6569-cf5bed8d,Nelson Street,43,0.5356969973268256,1.6666666666666667
33-203,7649-7f88ce37,Alexander Street,44,0.27696662247853676,0.8833333333333333
33-203,6565-880d14bd,Fort Richard Road,45,0.4104995074569805,1.45
33-203,1355-72782936,Stop A Otahuhu Town Centre,46,0.2580500809234835,1.2
33-203,7025-f2894a7d,Otahuhu Library,47,0.6922010123257941,3.8
33-203,1771-118407aa,Stop D Otahuhu Station,48,,
TMK-202,8799-1d827315,Stop A Glen Innes Station,1,0.4713893616870203,0.9333333333333333
TMK-202,1825-375ce366,PAK'nSAVE Glen Innes,2,0.49173379559076585,1.0
TMK-202,7067-ac59f9a3,Castledine Crescent,3,0.23047420259869655,0.45
TMK-202,8261-6833c65b,Lintaine Place,4,0.2189007816134716,0.6666666666666666
TMK-202,7841-6dd5921d,Glen Atkinson Street,5,0.25295014091976475,0.5
TMK-202,7839-73db938e,West Tamaki Road,6,0.2196600660583456,0.43333333333333335
TMK-202,7741-40a9bd96,Maxine Place,7,0.35725825305374004,0.7
TMK-202,7739-6c1e0ef1,St Heliers Bay Road/Long Drive,8,0.24876834571749523,0.5
TMK-202,1895-9e99a84f,Grace Joel Retirement Village,9,0.22730845307233333,0.4666666666666667
TMK-202,7394-7baa4c89,St Heliers School,10,0.15904856473057724,0.31666666666666665
TMK-202,7396-6584c9f1,Woodside Crescent,11,0.3968053749151491,0.7833333333333333
TMK-202,7398-44979bc7,St Philip's Church,12,0.445750588233296,1.2333333333333334
TMK-202,7301-45b5925f,Stop C St Heliers,13,0.47986627668178067,1.0666666666666667
TMK-202,7341-c862d701,Tamaki Drive/Long Drive,14,0.4329936205692605,0.9666666666666667
TMK-202,7339-a07643f9,Sage Road,15,0.3860279513104516,0.8166666666666667
TMK-202,7337-f273b6f0,Kohimarama Beach,16,0.2668458319056448,0.5833333333333334
TMK-202,7335-5bac9e11,Tamaki Drive/Kohimarama Road,17,0.24599120613703726,0.5166666666666667
TMK-202,7333-daa9e8ea,163 Tamaki Drive,18,0.22267911192697998,0.6
TMK-202,7331-6fef8ef3,Selwyn Avenue,19,0.3301664202298949,0.7166666666666667
TMK-202,7329-1ad4e325,Stop A Mission Bay,20,0.27609128964454255,0.6
TMK-202,7327-f7eb6f04,Selwyn Domain,21,0.6521052532139979,1.7
TMK-202,1403-65616714,Bastion Point/Takaparawha,22,0.4019084729283605,1.3333333333333333
TMK-202,7323-8490824f,Kelly Tarlton's,23,0.20533296820387933,0.45
TMK-202,7321-e03008fd,Orakei Domain,24,0.4830229562234365,1.05
TMK-202,7319-319b0d49,Okahu Street,25,0.6447433111850543,1.5
TMK-202,7315-f0c8c589,Tamaki Drive/Ngapipi Road,26,1.3065334907269515,3.0
TMK-202,7309-2c09a359,Parnell Baths,27,0.3954225541898224,0.8833333333333333
TMK-202,7307-e923d63c,Teal Park,28,0.6113684448017688,1.2833333333333334
TMK-202,7305-be9dba3e,The Strand,29,0.7270237864939542,1.5333333333333334
TMK-202,7003-0b9ff0e5,Woolworths Quay Street,30,0.5441064706041453,1.4
TMK-202,7019-18ba0388,Britomart Commerce Street,31,,
13-206,5841-86978172,Stop A Henderson Station,1,0.258625734418044,0.6166666666666667
13-206,5854-3f793442,Unitec Waitakere,2,0.6750583655219579,2.216666666666667
13-206,5851-4bd0d724,Great North Road/McLeod Road,3,0.33061251930537394,0.7666666666666667
13-206,5853-5a5be7e8,Dellwood Avenue,4,0.338272866018193,1.15
13-206,5112-84f3e14c,Te Atatu Road/Glendene shops,5,0.25057268191635146,0.5833333333333334
13-206,5110-09b13fd2,Elcoat Avenue,6,0.2770617656075076,0.6333333333333333
13-206,5108-3e1ef226,Kokiri Street,7,0.2485640199216292,0.5666666666666667
13-206,5106-c6ee2e8f,Divich Avenue,8,0.29838579222327277,0.65
13-206,5104-7941d5b4,Te Atatu Road/McLeod Road,9,0.1724365396200613,0.45
13-206,5102-1e0667aa,Roberts Road,10,0.3674212409199978,0.85
13-206,5100-851326dc,Tiroroa Avenue,11,0.38489891733697623,0.6333333333333333
13-206,5098-da4add64,236 Te Atatu Road,12,0.32593474437589354,1.0333333333333334
13-206,5094-0ef58b1a,Te Atatu South shops,13,0.5033714366897353,1.1333333333333333
13-206,5092-4a28d8f4,Royal View Road,14,0.30445412010302947,0.7166666666666667
13-206,5062-c66a0177,Stop F Te Atatu Bus Interchange,15,0.39104087220307215,0.55
13-206,5090-bccb1d09,Stop B Te Atatu Bus Interchange,16,0.3089637787613914,0.48333333333333334
13-206,5070-a31e4de2,Toru Street,17,0.30046647669411797,0.45
13-206,5077-d60e356e,Te Atatu Baptist Church,18,0.3487151640634819,0.55
13-206,5088-048364d0,Cellarmans Street,19,0.33188737511007865,0.45
13-206,5086-309d7883,Yeovil Road,20,0.20027743279877652,0.3
13-206,5056-9f079f51,Te Atatu Peninsula Library,21,0.08445027636972473,0.2
13-206,5074-b965c22e,Te Atatu Union Church,22,0.23908413993881522,0.5166666666666667
13-206,1698-7dd33a25,Ramlea Park,23,0.2168661974677046,0.48333333333333334
13-206,5076-4da3f43a,Neil Avenue,24,0.5070073004620285,1.0666666666666667
13-206,5078-df33cce6,Taikata shops,25,0.3024972601924264,0.7
13-206,5079-7bcd6af9,Matipo School,26,0.3419805619022345,0.7333333333333333
