route_id,stop_id,stop_name,stop_sequence,stop_lat,stop_lon,travel_time_to_next_stop,distance_to_next_stop
145-206,1587-d3e4f606,Chadlington Avenue,14,-36.88053,174.61184,1.2073446327683617,0.4379550481081935
145-206,5375-8c93054b,Somerton Rise,15,-36.88198,174.61377,0.6960451977401131,0.2634905891200176
145-206,5428-ccbbe0cb,Spence Road,16,-36.88476,174.61519,0.7,0.2626914062547001
145-206,5430-bc866490,Tirohunga Drive,17,-36.88646,174.61414,1.1388418079096045,0.42257561898519924
145-206,5417-02a1e739,Murillo Place,18,-36.89112,174.6174,0.8004237288135594,0.3101850202645818
145-206,1604-da407fcc,Wally Nola Place walkway,19,-36.89422,174.61981,1.2451977401129943,0.45125579645349445
145-206,1568-97f605be,Forest Hill Road/Farwood Drive,20,-36.89743,174.61847,1.5292372881355931,0.5494270339641579
145-206,5328-02b6c4dd,Parrs Cross Road,21,-36.89969,174.6161,1.2957627118644068,0.3699760244115231
145-206,5335-b8200296,Henderson Valley Shops,22,-36.89757,174.61354,0.8594632768361582,0.3925203425192042
145-206,5337-59f83e66,Henderson Valley Park,23,-36.8953,174.61709,0.9008474576271186,0.2990313756440557
145-206,5339-b279244e,Border Road roundabout,24,-36.89363,174.61952,0.7288135593220338,0.2814898997845191
145-206,5341-35a5174c,Corban Reserve,25,-36.89245,174.62133,1.3833333333333333,0.5332187471019529
145-206,5343-89ab64a6,Garelja Road,26,-36.89035,174.62447,0.8163841807909604,0.23890732673358842
145-206,5345-3681ea4d,79 Henderson Valley Road,27,-36.88893,174.62661,0.8720338983050848,0.3316034725164715
145-206,5347-dda184f9,Keeling Road,28,-36.88504,174.6285,0.9319209039548023,0.364582917499649
145-206,5349-ccda7756,Henderson High School,29,-36.88177,174.62896,1.3655367231638418,0.4103241913034468
145-206,5837-8f27177a,Unitec Waitakere,30,-36.87871,174.63258,1.0416666666666667,0.3927483974019277
145-206,5860-54b01d1a,Stop B Henderson Station,31,-36.88147,174.63131,0.826775956284153,0.19753982112190627
145-206,5905-97f7e250,Stop C Lincoln Bus Interchange,32,-36.84712,174.6316,,
147-206,1626-9c0bc3b9,Township Park,1,-36.8492,174.54432,0.7657074340527579,0.3019056581549431
147-206,1681-986623a0,11 McEntee Road,2,-36.8523,174.54489,0.9145083932853718,0.4574101188476255
147-206,1557-2ed6118d,Northfield Road,3,-36.85387,174.5517,1.2525179856115107,0.5589922951747721
147-206,1538-a81966ce,Burnham Road,4,-36.85728,174.55092,1.692925659472422,0.9929408356467561
147-206,1521-fc79e8ca,Kay Road,5,-36.86473,174.56595,1.5623501199040766,0.7187858146894818
147-206,5975-c6cc5505,Swanson Station,6,-36.86593,174.57609,1.2684652278177457,0.429844557179983
147-206,5397-b354e182,Swanson Village,7,-36.86572,174.57938,0.8124700239808154,0.3282118385665142
147-206,1571-58fdfa09,Swanson School,8,-36.86546,174.58233,1.2195443645083932,0.428134925315944
147-206,5399-16b21dcc,North Candia Road,9,-36.86445,174.58812,0.9050359712230216,0.4239283761081995
147-206,5401-c75b036f,Waimoko Stream Bridge,10,-36.86341,174.59261,1.0758992805755396,0.37209166460208354
147-206,5403-f2608d68,Ranui Park,11,-36.86421,174.59699,0.49532374100719423,0.17570504219150093
147-206,5762-343b5d09,Swanson Road corner,12,-36.86382,174.59811,0.834052757793765,0.34677447108500326
147-206,5764-89f9c7eb,Elvira Walk,13,-36.86212,174.59841,0.8604316546762589,0.31340174164251683
147-206,5766-37eed699,Luanda Drive,14,-36.86042,174.60015,0.8815347721822542,0.31392704518256764
147-206,5768-b764b8de,Ranui Library,15,-36.8634,174.60246,1.1983213429256594,0.4078942696199778
147-206,1628-edb185b5,Ranui Station,16,-36.86785,174.60414,0.5641486810551559,0.21832444600813042
147-206,1569-bed229ee,Ranui Kingdom Hall,17,-36.86781,174.60596,1.192925659472422,0.42229274790164156
147-206,5737-728f5801,Riserra Drive,18,-36.86514,174.60913,1.0718225419664267,0.48487738764447835
147-206,5735-d545c6a1,9 Metcalfe Road,19,-36.86254,174.61193,0.879136690647482,0.29177439184628795
147-206,5806-246560f5,Larnoch Corner,20,-36.86317,174.61535,0.7758992805755395,0.30168980141670004
147-206,5808-f0369053,Alan Avenue,21,-36.86254,174.61921,1.8015587529976018,0.8151216225089827
147-206,5633-5892448b,Stephen Avenue,22,-36.86183,174.62693,1.7848920863309352,0.9325420508391752
147-206,5699-dd5367fb,Te Pai Park,23,-36.86275,174.62935,0.8799760191846523,0.36845724264202573
147-206,5701-ef0f8cf9,Lincoln Centre,24,-36.86632,174.62885,1.032853717026379,0.49052488636176655
147-206,5703-859ebe32,Waitakere Hospital,25,-36.87008,174.62837,0.8515587529976019,0.3501219994999082
147-206,5790-1b12884d,Buscomb Avenue,26,-36.87352,174.62869,3.5424019607843142,0.36446988081250303
147-206,5792-843529f0,Waitakere Gardens,27,-36.87579,174.63173,1.0935323383084576,0.33337550087792067
147-206,5837-8f27177a,Unitec Waitakere,28,-36.87871,174.63258,0.5338308457711443,0.3270261610425061
147-206,5860-54b01d1a,Stop B Henderson Station,29,-36.88147,174.63131,,
148-206,5471-4fa4bf72,Swanson Road/Arney Road,1,-36.86399,174.60088,1.0947916666666666,0.3532598437222553
148-206,1573-d3ee1bfb,Bahari Drive,2,-36.86301,174.60627,0.78046875,0.24820553273746723
148-206,1575-fce76d2f,Carwen Place,3,-36.86075,174.60966,1.0236979166666667,0.34283278993200805
148-206,5780-55aca7e3,12 Universal Drive,4,-36.85997,174.61297,1.1416666666666666,0.35403563523186543
148-206,5782-a5d103c4,Lincoln Garden Close,5,-36.85847,174.61519,1.18671875,0.43671642461571764
148-206,5784-4921b85f,Riverpark Reserve,6,-36.85771,174.61757,1.0916666666666668,0.367129479879569
148-206,5786-7e9794f9,Riverpark Crescent,7,-36.85621,174.62098,1.3455729166666666,0.4426804728190445
148-206,1612-3bd2c2c8,PAK'nSAVE Lincoln Road,8,-36.85684,174.62851,0.7575520833333333,0.223167263971395
148-206,5704-8e215c4d,Lincoln Road/Universal Drive,9,-36.85602,174.62989,1.0830729166666666,0.35587509043939153
148-206,5706-c09bdb03,Daytona Reserve,10,-36.85282,174.63002,1.1244791666666667,0.35506900513906486
148-206,5930-a1619920,Stop G Lincoln Bus Interchange,11,-36.84889,174.63141,1.096875,0.28774114395236816
148-206,5905-97f7e250,Stop C Lincoln Bus Interchange,12,-36.84712,174.6316,1.0106060606060607,0.37767872975091976
148-206,5747-4e788efd,Luanda Drive,13,-36.86046,174.60006,0.8015151515151515,0.2432153556716974
148-206,1611-48a1ca74,Elvira Walk,14,-36.86221,174.59842,1.2030303030303031,0.29507775760566
148-206,5471-4fa4bf72,Swanson Road/Arney Road,15,-36.86399,174.60088,,
149-206,5906-0bdc14c3,Stop A New Lynn,1,-36.90909,174.68422,1.3988425925925927,0.4313037032288314
149-206,1546-33fd8055,Lynnmall - The Brickworks,2,-36.90705,174.68752,1.2502314814814814,0.3666422364374678
149-206,5779-c6aeef3f,Portage Road,3,-36.90401,174.688,1.3256944444444445,0.44535996286393864
149-206,8151-20dc80d1,St Mary's School,4,-36.90131,174.69363,0.8509259259259259,0.28765384659679294
149-206,1869-5e6c53e2,St Jude Street,5,-36.89919,174.69601,0.904861111111111,0.2962080742627711
149-206,8149-2cc6f1a3,Stop A Avondale,6,-36.896,174.69695,0.8564814814814814,0.26152385300443987
149-206,8536-e0de6bdd,Avondale Shops,7,-36.89457,174.69608,1.3395833333333333,0.4316246387474305
149-206,1594-bc27539b,Avondale Rest Home & Hospital,8,-36.89416,174.69401,1.129861111111111,0.3401107559876375
149-206,8540-d80470d6,Rosebank Road/Victor Street,9,-36.89181,174.68886,0.8053240740740741,0.2590447565728089
149-206,8542-1d8e68fd,Rosebank Road/Riversdale Road,10,-36.89072,174.68765,1.3414351851851851,0.43297743372156394
149-206,8544-3c80f0f8,Eastdale Reserve,11,-36.8877,174.68497,1.0344907407407407,0.25755002735586685
149-206,8546-103e598f,Honan Place,12,-36.88498,174.68321,3.4685185185185183,1.163325763896375
149-206,8548-d7f576ae,Rosebank Road/Copsey Place,13,-36.88327,174.68025,3.211574074074074,1.2453072983417237
149-206,8550-f77c9fb4,Fremlin Place,14,-36.88143,174.67639,1.0282407407407408,0.38491985229075437
149-206,8552-f2a7b60a,460 Rosebank Road,15,-36.88006,174.67289,0.6872685185185186,0.2656498343245952
149-206,8554-c8e3318b,550 Rosebank Road,16,-36.87854,174.6708,0.90625,0.34705091819845596
149-206,8556-4721306c,Timothy Place,17,-36.87565,174.66977,0.649537037037037,0.24365133463680483
149-206,8558-f2658524,Patiki Road roundabout,18,-36.87332,174.66952,1.2509259259259258,0.45400558089911464
149-206,8560-53a49179,62 Patiki Road,19,-36.86941,174.66635,2.847685185185185,0.9555775474028348
149-206,5061-8fccf5dd,Stop D Te Atatu Bus Interchange,20,-36.85829,174.65249,2.733333333333333,1.1195585122128624
149-206,5935-65f6f8d2,Stop F Lincoln Bus Interchange,21,-36.85013,174.63172,0.9083333333333334,0.37558882979671465
149-206,5693-6872c136,Daytona Reserve,22,-36.85329,174.6302,1.0784722222222223,0.40539133597946103
149-206,5967-21d69c92,PAK'nSAVE Lincoln Road,23,-36.85697,174.62827,1.1263888888888889,0.48522892257344286
149-206,5769-fc9bb808,Riverpark Crescent,24,-36.85635,174.6212,0.7673611111111112,0.31802557944200127
149-206,5771-45b25c0a,Riverpark Reserve,25,-36.85795,174.61734,0.4844907407407407,0.20068305114532445
149-206,5773-badf6115,Lincoln Garden Close,26,-36.85879,174.61503,0.6921296296296297,0.30048006601211164
149-206,5775-edda1734,5 Universal Drive,27,-36.86048,174.61256,0.6134259259259259,0.2409824112202272
149-206,1560-204cce2a,Carwen Place,28,-36.8615,174.60877,0.6208333333333333,0.2450747633972449
149-206,5412-b83dfa71,Bahari Drive,29,-36.86302,174.60652,1.024537037037037,0.3892530600746617
149-206,5749-3383db05,Ranui Library,30,-36.86332,174.60235,0.8831018518518519,0.3663426636010003
149-206,5747-4e788efd,Luanda Drive,31,-36.86046,174.60006,0.9518518518518518,0.37153902580400594
149-206,1611-48a1ca74,Elvira Walk,32,-36.86221,174.59842,0.9819444444444445,0.27934500389243005
149-206,5471-4fa4bf72,Swanson Road/Arney Road,33,-36.86399,174.60088,1.8865740740740742,0.3858752843331017
149-206,5906-0bdc14c3,Stop A New Lynn,34,-36.90909,174.68422,,
152-206,5912-51462bce,Stop D New Lynn,1,-36.90932,174.68389,2.098556430446194,0.785077105227198
152-206,5818-04d6f016,Titirangi Road,2,-36.90902,174.67631,0.5820209973753281,0.23420097443691734
152-206,5820-f6b44568,Wattle Street,3,-36.90922,174.67337,0.8708661417322834,0.36550697816953415
152-206,5822-171e1195,Great North Road/Fruitvale Road,4,-36.90953,174.66914,0.7338582677165355,0.269694234561385
152-206,5748-b31d1c01,Great North Road/Lynwood Road,5,-36.90884,174.66596,0.708005249343832,0.2773421962425697
152-206,5450-58d61215,Kelston Shopping Centre,6,-36.90878,174.66351,0.7175853018372704,0.2816253421076216
152-206,5452-14330327,Clayburn Road,7,-36.91123,174.66126,1.0490813648293962,0.35275490481794447
152-206,5454-47e99541,West Coast Road/Janet Clews Place,8,-36.91241,174.6569,0.9914698162729659,0.40656164507839526
152-206,5458-17f9a876,Glen Eden Station,9,-36.91057,174.65287,1.1471128608923884,0.4681567173031297
152-206,5477-ed6f94ee,Swan Hill Drive,10,-36.90854,174.6462,1.0513123359580054,0.4472647437294557
152-206,5026-c324620c,Rosier shops,11,-36.90884,174.64146,1.0367454068241468,0.4715377465412607
152-206,5028-fe7f478e,Claridge Street,12,-36.91215,174.6404,1.1488188976377953,0.4639062458672953
152-206,5030-657119e5,Prospect School,13,-36.91558,174.63959,0.6321522309711286,0.27046106584761664
152-206,5032-424e355b,Pisces Road,14,-36.91763,174.63965,0.8757217847769029,0.39489702945428223
152-206,5034-0a266e54,116 Rosier Road,15,-36.91917,174.63939,0.9973753280839895,0.4146162333878279
152-206,5040-ed732000,Glengarry Shops,16,-36.92254,174.63788,0.9093175853018373,0.3285755974695255
152-206,5042-9b8c3f17,160 Glengarry Road,17,-36.92049,174.63356,0.775984251968504,0.29368164042350026
152-206,5044-e8f0dcfd,Autumn Avenue,18,-36.91952,174.63205,1.010761154855643,0.41208653373464094
152-206,5046-ece6b784,Maywood Crescent,19,-36.91713,174.62815,1.1438320209973754,0.4732843421376824
152-206,1680-d921a1a2,Nicolas Avenue,20,-36.91082,174.62753,0.9022309711286088,0.3497990527957125
152-206,5053-e971b9de,Parrs Park,21,-36.90753,174.62774,0.9433070866141732,0.3675249608140485
152-206,1661-d2bb5f0b,Styca Place walkway,22,-36.90317,174.62836,0.9880577427821522,0.4740890036911549
152-206,1632-680e98b4,Sunnyvale Station,23,-36.8987,174.63168,1.0809711286089239,0.4216830511368495
152-206,1659-69c424c4,Sunnyside Road,24,-36.89641,174.63503,1.1421259842519687,0.47681446130648386
152-206,5308-2b40dd5c,McKinley Road,25,-36.89844,174.63798,0.9956692913385827,0.32258299430219906
152-206,5310-1f2395d9,114 Sunnyside Road,26,-36.90007,174.64051,0.865748031496063,0.2400945558530875
152-206,5259-27daec8f,Awaroa Road,27,-36.89844,174.6431,0.9694225721784776,0.2760076585180641
152-206,5303-5645abe6,Waari Avenue,28,-36.89676,174.64167,0.9291338582677166,0.3110374166563879
152-206,1657-56c7b8ae,Wattle Road,29,-36.895,174.63879,1.005511811023622,0.27202499581743694
152-206,5295-7c6e8e44,View Road Shops,30,-36.89257,174.63929,1.029002624671916,0.3353205875705829
152-206,5781-510d35b1,Jelicich Court,31,-36.88996,174.63816,0.9467191601049869,0.3090187353508877
152-206,5799-85a84bc1,Holy Cross Church,32,-36.88787,174.63608,2.957742782152231,0.9210172451520782
152-206,5841-86978172,Stop A Henderson Station,33,-36.88061,174.63113,,
154-206,5912-51462bce,Stop D New Lynn,1,-36.90932,174.68389,1.9410934744268078,0.7529262129606037
154-206,5818-04d6f016,Titirangi Road,2,-36.90902,174.67631,0.7455026455026456,0.2989404193045204
154-206,5820-f6b44568,Wattle Street,3,-36.90922,174.67337,1.148500881834215,0.5002830034408166
154-206,5822-171e1195,Great North Road/Fruitvale Road,4,-36.90953,174.66914,0.6531746031746032,0.26746877482931897
154-206,5748-b31d1c01,Great North Road/Lynwood Road,5,-36.90884,174.66596,0.6225749559082893,0.2304760882153956
154-206,5450-58d61215,Kelston Shopping Centre,6,-36.90878,174.66351,0.6332451499118166,0.2503429381234222
154-206,5452-14330327,Clayburn Road,7,-36.91123,174.66126,0.8873015873015873,0.3088569821524206
154-206,5454-47e99541,West Coast Road/Janet Clews Place,8,-36.91241,174.6569,1.130599647266314,0.44146249184952296
154-206,5458-17f9a876,Glen Eden Station,9,-36.91057,174.65287,0.8707231040564374,0.3439072883167762
154-206,5288-1a2d0363,Glen Eden Library,10,-36.91075,174.64996,0.8025573192239859,0.3200179751294882
154-206,5290-4e268289,Woodvale Road,11,-36.91398,174.64897,0.4417107583774251,0.1927415075302338
154-206,5938-5ba44dd7,Levy Road,12,-36.91566,174.64928,0.5713403880070547,0.20258041313400219
154-206,5292-c60fc634,Glen Eden Baptist Church,13,-36.91758,174.6493,0.48853615520282184,0.21856008088846918
154-206,5296-1d3d4703,Glengarry Road,14,-36.91901,174.64959,0.8313932980599646,0.33130535316254867
154-206,5294-84f82bf2,Ceramco Park,15,-36.92093,174.64863,0.6651675485008819,0.1971728852718673
154-206,5022-9b9e0889,Kaurilands Road,16,-36.92202,174.64766,0.9058201058201057,0.37908250559616297
154-206,5024-4a87469f,Kowhai Reserve,17,-36.92418,174.64515,0.4561728395061728,0.18515603201827657
154-206,5057-c6411083,Tagor Street,18,-36.92285,174.6443,0.7516754850088183,0.28983237318660204
154-206,5059-17804580,Nandana Drive,19,-36.92144,174.64479,0.45837742504409174,0.1935866379737162
154-206,5475-847a8810,Surat Place,20,-36.9202,174.64597,0.9135802469135802,0.34967333755935004
154-206,5036-757af789,Woodglen Road,21,-36.92002,174.64266,0.9686067019400353,0.3793084608669211
154-206,5040-ed732000,Glengarry Shops,22,-36.92254,174.63788,0.8667548500881834,0.3042981599329879
154-206,5042-9b8c3f17,160 Glengarry Road,23,-36.92049,174.63356,0.4088183421516755,0.16613696581104312
154-206,5044-e8f0dcfd,Autumn Avenue,24,-36.91952,174.63205,0.850705467372134,0.30121696342095533
154-206,5046-ece6b784,Maywood Crescent,25,-36.91713,174.62815,0.9459435626102293,0.28327081167140683
154-206,5065-131d5fc8,Sunvue Road,26,-36.91521,174.63036,0.728747795414462,0.2903773329852572
154-206,1667-e9d811a2,Sunvue Park,27,-36.91455,174.63263,0.6416225749559082,0.25773030232410044
154-206,5067-7e205306,Brunner Road,28,-36.91154,174.6344,0.46287477954144624,0.20368955365882482
154-206,5069-9eb7480a,Sunvue Road/West Coast Road,29,-36.91001,174.63499,0.5444444444444444,0.1918296796892365
154-206,5464-106405a5,Woodbank Drive,30,-36.90904,174.63284,0.7561728395061728,0.32040703162945366
154-206,5466-18e4eac5,Hoani Waititi Marae,31,-36.90858,174.63052,0.644973544973545,0.2527036894607046
154-206,5053-e971b9de,Parrs Park,32,-36.90753,174.62774,1.069047619047619,0.3517545963664672
154-206,5055-a29b5a02,Oratia Stream,33,-36.90496,174.62555,1.0656966490299824,0.3304256495399508
154-206,5497-77fb4b5e,Starforth Place,34,-36.90211,174.62162,0.9824514991181656,0.29950428738045887
154-206,5499-8f1376f6,Bruce Mclaren Road/Farwood Drive,35,-36.89989,174.62289,0.7665784832451499,0.24426533541359524
154-206,5501-c834d07c,Parma Place,36,-36.89858,174.62428,0.8753086419753087,0.2613322677820498
154-206,5503-fd0e810d,Silverstone Place,37,-36.89684,174.62611,0.9755731922398588,0.31130453055955704
154-206,5505-0a3e2ad0,Bruce McLaren Intermediate,38,-36.89495,174.62782,1.1064373897707231,0.38564918854375796
154-206,5507-348c5061,11 Bruce McLaren Road,39,-36.89162,174.63065,2.1570546737213405,0.6240495945258998
154-206,5831-37e916cf,126 Railside Avenue,40,-36.8887,174.63157,-0.17800687285223374,0.891455075027092
154-206,5841-86978172,Stop A Henderson Station,41,-36.88061,174.63113,,
161-203,5271-4fe862e2,Brains Park,1,-36.89416,174.66651,2.4022727272727273,0.5258137272557156
161-203,5265-01259d64,Ingleby Place,2,-36.89206,174.66761,1.017929292929293,0.22152548793838034
161-203,5263-24f4dfda,Cobham Reserve,3,-36.89084,174.66687,1.0045454545454544,0.2707398548134553
161-203,5261-218e07b2,Kiernan Place,4,-36.89314,174.66592,0.7931818181818182,0.21192935696105658
161-203,5279-1fe2ff02,Brains Park,5,-36.89438,174.66576,1.365151515151515,0.3319398972981836
161-203,5285-95871d1c,Beaubank Road,6,-36.89637,174.66858,1.4532828282828283,0.367770746945414
161-203,1689-fac5364b,Archibald Road/Kelston Boys' High School,7,-36.89988,174.66685,1.0065656565656567,0.19843251358913258
161-203,5273-1db04870,Kelwyn Road,8,-36.90132,174.66779,1.626010101010101,0.40061931086063635
161-203,5272-dae685d1,Rimu Street,9,-36.90353,174.6701,1.2015151515151514,0.3059183858926968
161-203,1687-d3606b97,Nikau Street/Lynwood Road,10,-36.90087,174.67191,1.7020833333333334,0.4905979840303764
161-203,1685-54fae330,Kuaka Place,11,-36.9035,174.67634,1.2072916666666667,0.3525158058809596
161-203,5251-bce5856c,25 Nikau Street,12,-36.9066,174.67551,0.5750000000000001,0.1724255553202426
161-203,5249-cb968975,5 Nikau Street,13,-36.90803,174.67476,3.4390625,0.8487535537474242
161-203,5914-233d0cdc,Stop E New Lynn,14,-36.90953,174.68412,,
162-202,1653-b8232a91,Stop C Henderson Station,1,-36.88022,174.63135,2.2834362139917697,0.6721901030281755
162-202,5851-4bd0d724,Great North Road/McLeod Road,2,-36.88131,174.63924,0.7488683127572017,0.2947907528029933
162-202,5853-5a5be7e8,Dellwood Avenue,3,-36.88316,174.64215,1.1402263374485597,0.3914889961994767
162-202,5526-4d954295,Tirimoana Road,4,-36.88531,174.64585,0.609670781893004,0.2453224645817373
162-202,5528-bf46448a,Cron Reserve,5,-36.88517,174.64801,1.5558641975308642,0.51916711586528
162-202,5511-e57c8e65,Crystal Avenue,6,-36.88732,174.65108,1.0699588477366255,0.28281494438183535
162-202,5513-494f99f4,Barrys Road,7,-36.88842,174.65362,0.6086419753086421,0.23771743629991196
162-202,5515-c96772a1,Glendene School,8,-36.88607,174.6554,1.019753086419753,0.3659240666042598
162-202,5519-ba37c099,Barrys Road/Hepburn Road,9,-36.88395,174.65771,0.6971193415637861,0.22134487894746147
162-202,5521-7300fdbf,Delegat's Wine Estate,10,-36.88601,174.65926,0.562962962962963,0.20359017760465556
162-202,5523-4a8f627f,Akatea Road,11,-36.88754,174.6596,1.0004115226337449,0.3531725978278423
162-202,5525-1eebbae9,Harmel Road,12,-36.89085,174.65587,1.0953703703703703,0.35700557801778615
162-202,1693-603894c4,Phelps Place,13,-36.8932,174.65351,0.8444444444444446,0.25411645915439096
162-202,5546-6ec3b5fb,Rosewarne Crescent,14,-36.89552,174.65283,1.0054526748971193,0.3579870750231442
162-202,5548-d6e1b5e4,Blythe Place,15,-36.8979,174.65633,1.0287037037037037,0.2324010715491976
162-202,5550-41f3ac16,Sabulite Road,16,-36.89904,174.65793,1.5579218106995885,0.38961003759361934
162-202,5281-363dc9ce,St Leonards Road School,17,-36.89952,174.66294,0.9424897119341564,0.28765911882399525
162-202,5283-94e9d9ea,Kelston Boys' High School,18,-36.90052,174.66595,1.1516460905349795,0.3137510207874878
162-202,1613-36cfbbeb,Kelston School,19,-36.90322,174.66514,1.536111111111111,0.4304685922730772
162-202,5847-0321ad9d,Kelston Girls' College,20,-36.90784,174.66365,1.0580246913580247,0.2903254242995696
162-202,5805-193596c8,Great North Road/Lynwood Road,21,-36.90872,174.66613,1.0986625514403292,0.32054670838219335
162-202,5803-db616686,Great North Road/Fruitvale Road,22,-36.90934,174.67016,1.6608024691358025,0.44505332114976864
162-202,5801-5c7a63a4,Wattle Street,23,-36.90906,174.67376,1.8888888888888888,0.5688826110383876
162-202,5914-233d0cdc,Stop E New Lynn,24,-36.90953,174.68412,1.456078431372549,0.27497847859258684
162-202,1627-4cef46b8,Henderson School,25,-36.88078,174.63515,1.9462745098039216,0.35805167364708446
162-202,5841-86978172,Stop A Henderson Station,26,-36.88061,174.63113,,
170-203,5910-8a72e090,Stop C New Lynn,1,-36.90948,174.68344,0.6698830409356726,0.33720126986198135
170-203,1642-be7e85ca,West Edge,2,-36.91293,174.68181,0.7751461988304092,0.3551644032778292
170-203,5135-ef2e9b97,New Lynn Samoan Church,3,-36.91262,174.67746,0.7722222222222223,0.36875943858279453
170-203,5212-0c6f75f7,Titirangi Road/Gardner Avenue,4,-36.91301,174.67357,0.6807017543859648,0.34362809301462405
170-203,5214-ab0cd703,Titirangi Road/Willerton Avenue,5,-36.91468,174.67073,0.44795321637426905,0.23776623341441824
170-203,5216-2bd68620,Parker Avenue,6,-36.9161,174.66868,0.8394736842105264,0.4397638535164855
170-203,5220-caab5dff,Old Titirangi Road,7,-36.91837,174.66486,1.0146198830409356,0.5045610911241319
170-203,5222-9cb09b18,Pleasant Road,8,-36.92303,174.66189,0.591812865497076,0.3004956066530009
170-203,5228-a142d871,Titirangi Road/Golf Road,9,-36.92537,174.66276,0.9315789473684211,0.4172586848039161
170-203,5230-c1b924f5,Highland Avenue,10,-36.92784,174.66125,0.9330409356725146,0.4211547654365286
170-203,5232-9bab6afd,330 Titirangi Road,11,-36.93094,174.66046,0.6140350877192983,0.2995038334165719
170-203,5234-66243375,Godley Road,12,-36.93404,174.65956,0.9824561403508771,0.4847232452723535
170-203,5236-25973e9d,Titirangi Village,13,-36.93773,174.65731,1.536842105263158,0.49767853531739276
170-203,5977-a954df7a,Soldiers Memorial Church,14,-36.93988,174.65613,0.8701754385964913,0.3233909250531993
170-203,5141-5ff38339,Park Road,15,-36.93993,174.65969,1.0076023391812867,0.3551300286535718
170-203,5970-5ea3b9da,36 Otitori Bay Road,16,-36.94203,174.65986,0.9093567251461989,0.32565497468444965
170-203,5122-c0a17674,Tanekaha Road,17,-36.94457,174.66105,0.8634502923976608,0.27287820113102706
170-203,5887-0bec5dd5,Wood Bay Road,18,-36.94624,174.66337,1.15906432748538,0.3689456343029617
170-203,5139-4ab29029,5 Otitori Bay Road,19,-36.94213,174.65982,0.9436936936936936,0.27372372487916136
170-203,5150-86d283db,St Francis Parish,20,-36.93965,174.65923,1.3635135135135137,0.33474038715333193
170-203,5168-a86ac167,522 South Titirangi Road,21,-36.94188,174.65507,0.9081081081081082,0.2445458379616758
170-203,5166-239f0ff9,554 South Titirangi Road,22,-36.94388,174.65493,1.525,0.4844683852377825
170-203,5164-5fd4e7a2,630 South Titirangi Road,23,-36.94776,174.65245,0.6791666666666666,0.21460804825607885
170-203,5162-87b8d4a3,Grendon Road,24,-36.94969,174.65246,0.709375,0.22451701316750913
170-203,5160-3563f974,Woontons Lane,25,-36.9517,174.6527,0.7958333333333333,0.24608902369507532
170-203,5158-2f13e987,McEldowney Road,26,-36.95355,174.65118,0.8791666666666667,0.26840518045008904
170-203,5156-fba9ebdf,716 South Titirangi Road,27,-36.95596,174.65135,0.965625,0.2506052769044513
170-203,5154-b53f0967,764 South Titirangi Road,28,-36.95793,174.64998,1.065625,0.2611616214371361
170-203,5143-79823d88,Arama Avenue,29,-36.96026,174.64961,,
171-203,5910-8a72e090,Stop C New Lynn,1,-36.90948,174.68344,0.8906666666666666,0.4103555434020823
171-203,1642-be7e85ca,West Edge,2,-36.91293,174.68181,1.0333333333333332,0.38561114189029605
171-203,5135-ef2e9b97,New Lynn Samoan Church,3,-36.91262,174.67746,0.8413333333333334,0.34713458207875514
171-203,5212-0c6f75f7,Titirangi Road/Gardner Avenue,4,-36.91301,174.67357,0.802,0.30873172546137195
171-203,5214-ab0cd703,Titirangi Road/Willerton Avenue,5,-36.91468,174.67073,0.6866666666666668,0.3053058113165285
171-203,5216-2bd68620,Parker Avenue,6,-36.9161,174.66868,0.9306666666666666,0.44279737751511916
171-203,5220-caab5dff,Old Titirangi Road,7,-36.91837,174.66486,1.2919999999999998,0.563984825727486
171-203,5222-9cb09b18,Pleasant Road,8,-36.92303,174.66189,0.66,0.3047553833324873
171-203,5228-a142d871,Titirangi Road/Golf Road,9,-36.92537,174.66276,0.628,0.3007714488976584
171-203,5230-c1b924f5,Highland Avenue,10,-36.92784,174.66125,0.8546666666666667,0.3768491043741767
171-203,5232-9bab6afd,330 Titirangi Road,11,-36.93094,174.66046,0.7773333333333333,0.3545402805431419
171-203,5234-66243375,Godley Road,12,-36.93404,174.65956,1.044,0.4682339683627776
171-203,5236-25973e9d,Titirangi Village,13,-36.93773,174.65731,2.6613333333333333,1.2415565449238297
171-203,1616-b021fd86,Manuka Road,14,-36.93786,174.64146,0.9253333333333333,0.392565880245446
171-203,5898-347117de,Waima Crescent,15,-36.93923,174.63813,0.6466666666666667,0.3047179446228861
171-203,5946-bdab99c7,Waima Reserve,16,-36.94166,174.63657,1.5466666666666666,0.6362606734204477
171-203,5926-e3d33861,200 Woodlands Park Road,17,-36.94516,174.63004,1.2366666666666666,0.5142062203461192
171-203,5996-d292c902,Woodlands Park roundabout,18,-36.94827,174.63005,2.6860000000000004,1.0700712454030923
171-203,5976-1de61737,Landing Road,19,-36.94967,174.64293,2.0580000000000003,0.8557789292490025
171-203,5514-cda11367,170 Laingholm Drive,20,-36.95654,174.63728,1.1706666666666665,0.37773100085029193
171-203,5512-d9b5f85e,Janet Place,21,-36.95877,174.64098,1.7273333333333334,0.39809446303954366
171-203,5510-f2d942f0,Dorothy Road,22,-36.96211,174.64113,1.3246666666666667,0.3944344725119185
