route_id,stop_id,stop_name,stop_sequence
295-202,8627-37d3366b,King George Avenue/St Andrews Road,14
295-202,8613-4751bac6,Melville Park,15
295-202,1411-48828367,Kohia Terrace School,16
295-202,8609-c44c1dda,Epsom Avenue,17
295-202,8607-b01ca7e8,Domett Avenue,18
295-202,8605-9ce45833,Gillies Avenue/Epsom Girls Grammar,19
295-202,8603-9871bd3c,Silver Road,20
295-202,8601-6b48dbd2,Newmarket Primary School,21
295-202,7177-4660a5ff,Melrose Street,22
295-202,7175-9bcf7fd5,Khyber Pass Road/Mountain Road,23
295-202,7171-70aedbfa,Madeira Place,24
295-202,7151-93995941,Symonds Street/Upper Symonds Street,25
295-202,7063-56c065c6,Queen Street/Karangahape Road,26
295-202,7055-8c84c05a,Stop E The Civic,27
802-202,3532-522efbf1,O'Neill's Park,1
802-202,3534-9c3a9bfb,Lansdowne Street,2
802-202,3536-ff7230ca,Balfour Street,3
802-202,3538-8f25d1c9,Sandy Bay Road,4
802-202,3540-191bce7a,Bayswater Park,5
802-202,3542-fe4b095a,Leander Road,6
802-202,3544-89844715,Preston Avenue,7
802-202,3546-0ad29d20,Moana Avenue,8
802-202,3397-fe0dab0b,Corella Road,9
802-202,3548-0daa6ccd,Bardia Street/Lake Road,10
802-202,3550-4fdd6e1d,Coronation Street,11
802-202,3525-045de669,Creamer Avenue/Eversleigh Road,12
802-202,3529-84f5afc2,Rutherford Street,13
802-202,3531-fd12b583,Northboro Road/Eversleigh Road,14
802-202,3533-d1ee4567,Birchfield Road,15
802-202,3535-8492e996,Northboro Road/Jutland Road,16
802-202,3387-1a1780ed,Hauraki Corner,17
802-202,3447-edef4d2a,Cameron Street,18
802-202,3486-55293d5a,Esmonde Road/Lake Road,19
802-202,3484-ce435305,Eldon Street,20
802-202,4111-1ca44894,Harbourside Church,21
802-202,7037-03bd4aae,Daldy Street,22
802-202,1079-d80fd2d6,Sale Street,23
802-202,1089-d1686dd6,International Convention Centre,24
802-202,7041-bbe05061,Wellesley Street/Federal Street,25
802-202,7038-5a158f6f,AUT,26
170-203,5168-a86ac167,522 South Titirangi Road,14
170-203,5166-239f0ff9,554 South Titirangi Road,15
170-203,5164-5fd4e7a2,630 South Titirangi Road,16
170-203,5162-87b8d4a3,Grendon Road,17
170-203,5160-3563f974,Woontons Lane,18
170-203,5158-2f13e987,McEldowney Road,19
170-203,5156-fba9ebdf,716 South Titirangi Road,20
170-203,5154-b53f0967,764 South Titirangi Road,21
170-203,5143-79823d88,Arama Avenue,22
191-203,5906-0bdc14c3,Stop A New Lynn,1
191-203,1546-33fd8055,Lynnmall - The Brickworks,2
191-203,1652-f788a7fc,Riverbank Road,3
191-203,7007-48699dba,121 Ash Street,4
191-203,5963-6ea583bb,Avondale Racecourse,5
191-203,8540-d80470d6,Rosebank Road/Victor Street,6
191-203,8520-b9fc8ffd,Riversdale Road corner,7
191-203,8468-9bab92dc,Riversdale Reserve,8
191-203,8476-47dc416a,Maple Street corner,9
191-203,1662-f44575e3,Coronet Place,10
191-203,1660-e6d95a31,36 Maple Street,11
191-203,1637-e2cc5418,Maire Street,12
191-203,8579-e0f8bac3,Oregon Avenue,13
191-203,1639-2b968351,Rosebank Shops,14
191-203,8549-df9aef8d,Eastdale Reserve,15
191-203,8547-278f8ed7,Rosebank Road/Riversdale Road,16
191-203,8545-aed7c410,Rosebank Road/Victor Street,17
191-203,8543-727fd737,Aspen Street,18
191-203,1561-ef0d367d,Avondale Rest Home & Hospital,19
191-203,1441-3c2cada5,Avondale Shops,20
191-203,8539-95afc972,Stop C Avondale,21
191-203,8537-f93532cb,Rosebank Road/Roberton Road,22
191-203,8334-d261b935,Avondale Islamic Centre,23
191-203,8243-5e4fe57d,Soljak Place,24
191-203,1044-9df25e7e,Avondale Motor Park,25
191-203,1654-278a6a65,Bollard Avenue/Methuen Road,26
191-203,8022-95828b4b,New Windsor Road,27
191-203,1724-db503a13,Whitney Street/Tiverton Road,28
191-203,1726-b03695cd,Mulgan Street,29
191-203,8288-2581cfbe,Maui Pomare Street,30
191-203,8290-04d07a5c,Terry Street,31
191-203,1769-52f631a6,Blockhouse Bay Beach Reserve,32
191-203,8354-76f8eda6,Rathlin Street,33
191-203,8356-c674baad,Stop D Blockhouse Bay,34
191-203,8900-1cb62ea6,Iona Presbyterian Church,35
191-203,8902-8b9ceecc,Lewis Street,36
191-203,8904-0772737f,Francis Curtis Avenue,37
191-203,8906-56698df5,Lynbrooke Avenue,38
191-203,8909-cf3950f8,Lynfield College,39
191-203,1748-bb932c38,Murray Halberg Retirement Village,40
191-203,8691-072762e5,Iberia Place,41
191-203,8689-141d1cf1,Himalaya Crescent,42
191-203,8687-55bb130e,Manukau Domain,43
191-203,8685-fb41f304,Halsey Drive,44
191-203,8683-81535039,Oriana Avenue,45
191-203,7123-62288993,Lynfield Shops,46
RBSX-402,7005-5e0d0b6d,Customs Street West/Te Komititanga,1
RBSX-402,7400-cd37ea9e,Stop F Newmarket Station,2
RBSX-402,1793-29934674,Stop C Puhinui,3
N10-221,7016-875f30cb,Stop A Britomart Queens Arcade,1
N10-221,7048-740ac051,Fort Street,2
N10-221,7050-49cd8c3b,Vulcan Lane,3
N10-221,7052-abdd2f80,Durham Street,4
N10-221,7054-a8a7b9c4,Wellesley Street,5
N10-221,7058-d68c50d8,Aotea Square,6
N10-221,7060-9214ca4a,Auckland Town Hall,7
N10-221,7062-7912ff0f,Queen Street/Myers Park,8
N10-221,7064-7b303e19,Queen Street/Karangahape Road,9
N10-221,1069-6968c8a2,Symonds Street Cemetery,10
N10-221,1028-415317ed,Park Road/Auckland City Hospital,11
N10-221,7178-3c888352,Khyber Pass Road/Mountain Road,12
N10-221,7180-d8879c11,Broadway,13
N10-221,7202-874169c4,Stop D Westfield Newmarket,14
N10-221,7208-72f6415f,Clovernook Road,15
N10-221,8700-b4d9b39a,Manukau Road/Great South Road,16
N10-221,8704-7f5bfc58,Epsom Library,17
N10-221,8708-2fcfb421,Ranfurly Road,18
N10-221,8712-5274f94e,King George Avenue,19
N10-221,8714-91b633d9,Green Lane West,20
N10-221,8716-efc2b729,Aria Park Retirement Village,21
N10-221,8718-dedfab5e,Banff Avenue,22
N10-221,8722-7318c6d1,Manukau Road/Greenwoods Corner,23
N10-221,8724-e5c43862,Gladwin Road,24
N10-221,8728-8e321e1c,Maungakiekie/One Tree Hill Domain,25
N10-221,8730-d33850d3,Stop B Royal Oak,26
N10-221,8732-8e273a77,850 Manukau Road,27
N10-221,8742-e03e7f8c,Trafalgar Street,28
N10-221,8479-711c8551,Tin Tacks Corner,29
N10-221,8739-11cd6e2d,Onehunga Mall/Grey Street,30
N10-221,7795-9216c22f,Arthur Street roundabout,31
N10-221,8591-cdc433f1,Stop E Onehunga,32
N10-221,1039-4731e87c,Onehunga Station,33
N10-221,6680-035db0ce,Crawford Avenue,34
N10-221,6689-75803485,Mangere Bridge Shops,35
N10-221,6691-9b1fea4b,Mangere Bridge School,36
N10-221,6693-3d967634,Te Pane o Mataoho/Mangere Mountain,37
N10-221,2417-3666f94e,Tanners Road,38
N10-221,2392-80d65b1e,Hinau Road,39
N10-221,2390-efe943c3,Mangere College,40
N10-221,6953-eba33681,Te Kura Kaupapa Maori o Mangere,41
N10-221,6955-d08738e8,Mangere Town Centre,42
N10-221,6626-99ecc68e,Mangere Baptist Church,43
N10-221,2063-e49e3bc1,Pacific Islands Church,44
N10-221,2325-cedb739e,Buckland Road/Southern Cross Campus,45
N10-221,2321-99c96e0d,Buckland Road/Massey Road,46
N10-221,6447-ad63c228,Raglan Street,47
N10-221,6445-c3888886,Graeme Avenue Shops,48
N10-221,6443-1dbcb764,Franklin Avenue,49
N10-221,6523-182b9879,Ashlynne Avenue,50
N10-221,6521-17391e07,Spring Street,51
N10-221,6519-da2e3bf0,Station Road/Papatoetoe Station,52
N10-221,6480-03e9bdd7,Stop A Papatoetoe Station,53
N10-221,2456-da7f1589,144 Shirley Road,54
N10-221,6751-08e899a9,Trimmer Terrace,55
N10-221,6742-468b2326,Cambourne Road,56
N10-221,2282-98a569ca,Saint Johns Church,57
N10-221,6468-c8e8e1d6,East Tamaki Road/Wintere Road,58
N10-221,6197-ad7071c6,Otara Transport Centre,59
83-203,3107-f77cc5d0,Browns Bay Shops,1
83-203,3120-04dad8cc,Beechwood Road,2
83-203,3118-05e664dd,Browns Bay School,3
83-203,3112-9720422c,Masterton Road,4
83-203,3091-4502a2ef,Browns Bay Road,5
83-203,3093-073ed9a3,East Coast Bays Fire Station,6
83-203,3095-8f6c20ad,Rothesay Bay Shops,7
83-203,3097-6fe84b2c,Kwang Lim Methodist Church,8
83-203,3099-d60108bf,Murrays Bay Beach,9
83-203,3135-052b0e2f,Lyons Avenue,10
83-203,3137-1b13c683,Jutland Street,11
83-203,3139-7cfeb0c1,Mairangi Bay Shops,12
83-203,3190-d4b6dbdc,Ramsgate Terrace/Beach Road,13
83-203,4335-0bb7c6d0,Mairangi Bay Park,14
83-203,3192-ef0df26a,Amante Crescent,15
83-203,3194-b33809b5,Maxwelton Drive/East Coast Road,16
83-203,3171-e407cb3f,Constellation Drive/Apollo Drive,17
83-203,3173-1a4136ad,Atlas Place,18
83-203,3175-c8fa8ac3,Vega Place,19
83-203,4222-1f71df5f,Stop A Constellation,20
83-203,3219-bb8cdfc6,Stop A Sunnynook,21
83-203,3353-6403c547,Stop D Smales Farm,22
83-203,3345-fcb40011,Shea Terrace,23
83-203,3347-1681eb42,Northcote Road,24
83-203,3349-37cac237,Taharoto Park,25
83-203,3351-f85fcd38,St Joseph's Catholic Church,26
83-203,3277-dda3fc65,Barrys Point Road,27
83-203,3568-f27e3073,Stop B Takapuna,28
982-221,4632-b93a291f,Whangaparaoa Road/Manly Shops,1
982-221,4629-2cc80f99,Whangaparaoa Road/Manly Shops,2
982-221,4631-151088d9,Brixton Road,3
982-221,4633-dc016c84,Zealandia Road,4
982-221,4635-b29779bf,Sundown Avenue,5
982-221,4637-8dad07de,Rakino Avenue,6
982-221,4639-ce344bd1,Whangaparaoa Road/Ladies Mile,7
982-221,4641-ccd98d9a,Coast Plaza,8
982-221,4734-d58177ca,Delshaw Avenue,9
982-221,4736-be832202,Layton Road,10
982-221,4738-27f97c5f,Shuttleworth Place,11
982-221,4740-c23e2724,Bonita Avenue,12
982-221,4749-1aeb90b9,Stanmore Bay Leisure Centre,13
982-221,4751-55c9e96f,Kauri Road,14
982-221,4753-cb1dc925,Langton Road,15
982-221,4755-62845564,Jean Place,16
982-221,4757-48f31603,Waiora Road,17
982-221,4759-c28af076,Brightside Road/Whangaparaoa Road,18
982-221,4653-70bb74dc,489 Whangaparaoa Road,19
982-221,4657-c1834657,Ti Tree Lane,20
982-221,4659-11e48938,Blue Heron Rise,21
982-221,4661-04378452,Shadon Place,22
982-221,4663-1431113a,Whangaparaoa Road/Vipond Road,23
982-221,4665-1f13b0ec,261 Whangaparaoa Road,24
982-221,4667-2a3b85b7,Matheson Road,25
982-221,4669-a90ffd9a,Whangaparaoa Road/Red Beach Road,26
982-221,4671-4b278c8b,Tawhana Crescent,27
982-221,4673-9ba6ac58,John Dee Crescent,28
982-221,4675-d34dc374,Panorama Court,29
982-221,4982-1f78709d,Stop B Hibiscus Coast,30
27T-202,7026-16a884b8,Galway Street,1
27T-202,7140-40c91a0c,Anzac Avenue/Beach Road,2
27T-202,7146-d3bc243f,Stop B Waterloo Quadrant,3
27T-202,7150-a8d5cc49,Stop B Auckland Universities,4
27T-202,7158-d38de945,Stop A Grafton Bridge,5
27T-202,7168-27503fd0,Symonds Street/Upper Symonds Street,6
27T-202,8500-b8198a83,Powerstation,7
27T-202,8502-39116aa8,Akiraho Street,8
27T-202,8504-5c58d944,Esplanade Road,9
27T-202,1870-e4a340c2,Tahaki Reserve,10
27T-202,8506-3024a20c,Mount Eden Domain,11
27T-202,8508-f54f12f2,Bridgman Reserve,12
27T-202,8510-e93a5c99,Stop B Mount Eden Village,13
27T-202,8512-e3fd368e,Mount Eden Village,14
27T-202,8514-2daa5396,Crystal Palace Theatre,15
27T-202,8516-5f22e462,Pencarrow Avenue,16
27T-202,8518-e502bfc0,Wairiki Road,17
27T-202,8522-d0ca6957,Peary Road,18
27T-202,8524-126551dc,Rahiri Road,19
27T-202,8526-93178054,Te Tatua-a-Riukiuta/Big King,20
27T-202,8528-be0bc614,Three Kings Grove,21
27T-202,8530-aba377f6,Kingsway,22
27T-202,8532-abbbf5fd,Three Kings School,23
805-202,3462-53d6f132,Devonport Terminal,1
805-202,3449-d30ca831,Devonport Shops,2
805-202,3407-42e16cae,Hastings Parade,3
805-202,3405-412d908f,St Pauls Devonport,4
805-202,3403-1b567091,Mozeley Avenue,5
805-202,3473-fb9f2220,William Sanders Retirement Village,6
805-202,3475-9e6b72d4,Wesley Street,7
805-202,3510-0d176035,Regent Street,8
805-202,3401-ad26aa97,Kawerau Avenue,9
805-202,3399-def5ca78,Montgomery Avenue,10
805-202,3488-c4803514,Belmont Shops,11
18-202,5818-04d6f016,Titirangi Road,34
18-202,5820-f6b44568,Wattle Street,35
18-202,5822-171e1195,Great North Road/Fruitvale Road,36
18-202,5748-b31d1c01,Great North Road/Lynwood Road,37
18-202,5866-578cdd30,Kelston Girls' College,38
18-202,5868-6e815bab,Brandon Road,39
18-202,5870-27a9d12b,Glenview Road,40
18-202,5872-3de5051e,Waikumete Cemetery,41
18-202,5874-3ae70b13,Hepburn Road,42
18-202,5876-21fd0645,View Road,43
18-202,5878-4a601a57,Kirby Street,44
18-202,5880-e83b0f0e,Great North Road/Glendene Shops,45
18-202,5882-b2ee6a62,Norcross Avenue,46
18-202,5884-6041e3e3,Henderson Medical Centre,47
18-202,1627-4cef46b8,Henderson School,48
18-202,5841-86978172,Stop A Henderson Station,49
774-202,7972-b48b23ef,Glendowie Community Centre,1
774-202,7974-3c810d16,Mount Taylor Drive/Sierra Street,2
774-202,7976-28f3e319,Mount Taylor Drive/Ashby Avenue,3
774-202,7978-d27cfda9,Odessa Crescent,4
774-202,7980-a69d5d49,St Heliers Fire Station,5
774-202,7982-fe385a62,Tarawera Terrace,6
774-202,7984-04125d58,Dingle Dell Reserve,7
774-202,7986-cda2c190,Towai Street,8
774-202,7988-2bd852c4,Melanesia Road,9
774-202,7990-ef7f5bb4,Allum Street,10
774-202,7992-e4d29cde,Madills Farm,11
774-202,7994-3afb0eec,Melanesia Road Shops,12
774-202,7996-ba6afda6,Tamaki Drive,13
774-202,7335-5bac9e11,Tamaki Drive/Kohimarama Road,14
774-202,7333-daa9e8ea,163 Tamaki Drive,15
774-202,7331-6fef8ef3,Selwyn Avenue,16
774-202,7329-1ad4e325,Stop A Mission Bay,17
774-202,7327-f7eb6f04,Selwyn Domain,18
774-202,1403-65616714,Bastion Point/Takaparawha,19
774-202,7323-8490824f,Kelly Tarlton's,20
774-202,7321-e03008fd,Orakei Domain,21
774-202,7319-319b0d49,Okahu Street,22
774-202,7315-f0c8c589,Tamaki Drive/Ngapipi Road,23
774-202,7309-2c09a359,Parnell Baths,24
774-202,7307-e923d63c,Teal Park,25
774-202,7305-be9dba3e,The Strand,26
774-202,7003-0b9ff0e5,Woolworths Quay Street,27
774-202,7019-18ba0388,Britomart Commerce Street,28
83-203,3122-274030a1,Browns Bay Shops,1
83-203,4400-4e8cd0f3,East Coast Bays Library,2
83-203,3124-ecd4cade,Bute Road/Beach Road,3
83-203,3098-9a7c6659,Woodlands Crescent,4
83-203,3090-71522546,Woodlands Crescent,5
83-203,3046-8d08a637,Firth Road,6
83-203,3048-a66c9a0f,Finchley Road,7
83-203,3050-5db5520d,Barker Rise,8
83-203,3052-5503eb0e,Carlisle Road/Northcross Shops,9
83-203,4512-74c0cfd4,Mayfair Village,10
83-203,3184-95522733,Rising Parade,11
83-203,3186-045556e7,Oteha Valley School,12
83-203,4227-0e16a7e9,Stop C Albany Bus Station,13
83-203,4299-45745e03,Munroe Lane,14
83-203,4260-547b67da,Westfield Albany,15
83-203,3742-a592e76b,Civic Crescent,16
83-203,3587-5ce383f6,Northridge Plaza,17
83-203,3586-e968aba6,Albany Mega Centre,18
83-203,4245-15eb5db8,North Harbour Stadium,19
83-203,4214-230439df,Massey University,20
309X-221,7055-8c84c05a,Stop E The Civic,1
309X-221,7064-7b303e19,Queen Street/Karangahape Road,2
309X-221,7164-b009123f,Stop D Grafton Bridge,3
309X-221,7170-51bfb0d8,Khyber Pass Road/Burleigh Street,4
309X-221,7176-5f375d10,Khyber Pass Road/Mountain Road,5
309X-221,7180-d8879c11,Broadway,6
309X-221,7202-874169c4,Stop D Westfield Newmarket,7
309X-221,7208-72f6415f,Clovernook Road,8
309X-221,8750-075e2091,Pah Road/Greenwoods Corner,9
309X-221,8752-80b0d126,Pah Road/Liverpool Street,10
309X-221,8780-c91940bb,Hollywood Avenue,11
309X-221,8756-6724ddd1,Pah Road/Mount Albert Road,12
309X-221,8754-64dd34f2,The Warehouse Royal Oak,13
309X-221,1496-51740175,Korma Road,14
309X-221,8971-eff43166,Herd Road,15
309X-221,6680-035db0ce,Crawford Avenue,16
309X-221,6699-dd754c81,Coronation Road,17
309X-221,6701-ce8e031f,Scott Avenue,18
309X-221,6703-020eddca,Wallace Road,19
309X-221,6705-b5d649c4,Kiwi Esplanade,20
309X-221,6702-97ba6a7a,Seaforth Avenue,21
309X-221,6709-e1bf3f49,Yorkton Rise,22
309X-221,6715-c42bdc42,Ashcroft Avenue,23
309X-221,6713-82b85b19,Ambury Road,24
309X-221,6711-0394cacb,Sullivan Avenue,25
309X-221,6717-875cc232,Taylor Road,26
309X-221,6719-5785d7f4,Wellesley Road,27
309X-221,6721-55302187,Pikitea Road,28
309X-221,6723-d6412447,Kapuka Road,29
309X-221,6733-cf16d490,Miller Road,30
309X-221,6731-55b53e1a,Mountain View School,31
309X-221,6729-93c44ff4,McKenzie Road,32
309X-221,6611-ab05930c,Hall Avenue,33
309X-221,6613-85a1c941,Waterview Road,34
309X-221,6615-ff5b6a6f,Mahunga Drive,35
309X-221,6606-a359ac65,Robertson Road,36
309X-221,6328-3f7db020,Dewhurst Place,37
309X-221,6600-761fa3cb,Favona Road,38
309X-221,6602-7fa3ccff,Tinkler Place,39
309X-221,6595-1a6ff976,Samoan Assemblies of God,40
309X-221,6590-6aeadd9c,Koru School,41
309X-221,6592-0a601d34,Mckinstry Avenue,42
309X-221,6596-51693e8d,Papatuanuku Kokiri Marae,43
309X-221,6957-a9e71190,Mangere Baptist Church,44
309X-221,6955-d08738e8,Mangere Town Centre,45
171-203,5514-cda11367,170 Laingholm Drive,1
171-203,5512-d9b5f85e,Janet Place,2
171-203,5510-f2d942f0,Dorothy Road,3
171-203,5508-de673ea5,Warner Park,4
171-203,5602-1dc3bd50,Laingholm Beach,5
171-203,5483-cc0d1b94,Kauri Point Road,6
171-203,5517-891b1b83,Warner Park Avenue,7
171-203,5481-3ed04d10,Laingholm School,8
171-203,5479-d57512d2,Karen Road,9
171-203,5485-f014eb55,Victory Road,10
171-203,5893-611ddcdb,Exhibition Drive,11
171-203,5487-8c3601a7,377 Huia Road,12
171-203,5489-9ce76f23,Woodlands Park roundabout,13
171-203,5915-58ab86b3,197 Woodlands Park Road,14
171-203,5491-d237078e,Waima Reserve,15
171-203,5493-b4ac3110,Waima Crescent,16
171-203,5495-0eb2a37a,Manuka Road,17
171-203,5221-cfbaa14a,Titirangi Village,18
171-203,5217-0c222097,Godley Road,19
171-203,5215-2d3deccb,Highland Avenue,20
171-203,5213-beed2176,Golf Road,21
171-203,5207-48f61057,Pleasant Road,22
171-203,5203-cf26b9ad,Croydon Road,23
171-203,5201-d226c806,Titirangi Road/Willerton Avenue,24
171-203,5199-f5329a5d,Titirangi Road/Gardner Avenue,25
171-203,5146-875983be,New Lynn Samoan Church,26
171-203,1643-2b14cc0d,West Edge,27
171-203,5914-233d0cdc,Stop E New Lynn,28
RBE-402,1761-6b5487b4,Stop C Panmure Station,1
RBE-402,8799-1d827315,Stop A Glen Innes Station,2
RBE-402,7793-e0a2c749,Orakei Station,4
RBE-402,7017-6e27ec87,Stop B Britomart Queens Arcade,5
OUT-202,7204-fea806bd,Stop C Westfield Newmarket,1
OUT-202,7208-72f6415f,Clovernook Road,2
OUT-202,8700-b4d9b39a,Manukau Road/Great South Road,3
OUT-202,1866-12cb02c2,Clyde Street,4
OUT-202,8704-7f5bfc58,Epsom Library,5
OUT-202,8708-2fcfb421,Ranfurly Road,6
OUT-202,8712-5274f94e,King George Avenue,7
OUT-202,8065-8436b7f8,Manukau Road,8
OUT-202,8063-bf83ffb5,The Drive,9
OUT-202,8061-d8a0db0f,Balmoral Road/St Andrews Road,10
OUT-202,8059-286a082c,Kakariki Avenue,11
OUT-202,8517-eac3216c,Pencarrow Avenue,12
OUT-202,8515-db9c4826,Crystal Palace Theatre,13
OUT-202,8513-b260b360,Stop A Mount Eden Village,14
OUT-202,1302-c49f1460,Valley Road International Church,15
OUT-202,1450-d95fa745,Mount Eden Normal Primary,16
OUT-202,1404-e4d1326d,Stop D Valley Road Shops,17
OUT-202,8410-6a414804,Stop B Valley Road Shops,18
OUT-202,8412-77306d11,Ballantyne Square,19
OUT-202,8414-e7c5faa2,Mount Eden Methodist Church,20
OUT-202,8416-8063278c,St Albans Church,21
OUT-202,8051-0a88b3c6,Balmoral Road/Dominion Road,22
OUT-202,8049-df650ebd,Bharatiya Mandir Temple,23
OUT-202,8047-fa0793b4,Balmoral Road/Sandringham Road,24
OUT-202,7999-a9fafecf,St Lukes Road/Sandringham Road,25
OUT-202,1077-b34e9b07,St Lukes Mega Centre,26
OUT-202,1881-82b64ad7,Lyon Avenue,27
OUT-202,8868-b5c5fd77,New North Road,28
OUT-202,8222-c91d7e87,Mount Albert War Memorial Reserve,29
OUT-202,8224-1d6a91ea,Alice Wylie Reserve,30
OUT-202,8226-1ed5b7ee,Ferndale House,31
OUT-202,8228-149b40c0,Lloyd Avenue,32
OUT-202,8035-e0a62ca6,Benfield Avenue,33
OUT-202,8033-7eb25754,Gladstone Primary,34
OUT-202,8879-01ec0b14,Mount Albert Unitec Entry 3,35
OUT-202,8031-e7dee892,Mount Albert Unitec Entry 2,36
OUT-202,8029-6fd7ec67,Mount Albert Unitec Entry 1,37
OUT-202,8019-c5ecbfa8,Pt Chevalier Road/Pt Chevalier Shops,38
OUT-202,8017-77e7b595,Alberta Street,39
OUT-202,8015-b729d704,Wakatipu Street,40
OUT-202,8013-76ef650d,Pt Chevalier Road/Walker Road,41
OUT-202,1049-ef8b69e4,Moa Road,42
OUT-202,1051-3ab326d8,Meola Road/MOTAT,43
OUT-202,8491-4c2b3c12,Westmere Shops,44
OUT-202,8493-d8c9215b,Kotare Avenue,45
OUT-202,8495-d8b98d40,Cox's Bay Reserve,46
OUT-202,8497-30667212,Jervois Road,47
OUT-202,7121-c9212dc1,Bayfield School,49
OUT-202,7119-5fc299b0,Lawrence Street,50
OUT-202,7117-e91d6511,John Street,51
OUT-202,7115-63c0ed0a,St Stephen's Church,52
OUT-202,7113-084b368e,Three Lamps,53
OUT-202,7111-398e6ec5,Mercy Hospice,54
OUT-202,7109-13c2b0c9,Gudgeon Street,55
OUT-202,7107-14d27628,Victoria Park Market,56
OUT-202,1079-d80fd2d6,Sale Street,57
OUT-202,1089-d1686dd6,International Convention Centre,58
OUT-202,1094-2f276785,Lorne Street,59
OUT-202,7088-d255c2d6,Auckland Art Gallery,60
988-221,4982-1f78709d,Stop B Hibiscus Coast,34
361-203,2127-d4ee58fe,Stop B Manukau Station,1
361-203,2144-f41225ff,Events Centre,2
361-203,6030-4ac478ba,Kerrs Road,3
361-203,6888-50de093b,Manukau SuperClinic,4
361-203,2174-0a434331,Browns Road/Manukau SuperClinic,5
361-203,2176-c597994d,Sturdee Road,6
361-203,2204-9a689ca9,Manurewa High School,7
361-203,2178-24e1f96d,Jellicoe Road,8
361-203,2470-673c68a9,Blind and Low Vision Campus,9
361-203,6266-41262d04,Rowandale Avenue,10
361-203,2478-ba16496f,Dagenham Street,11
361-203,6958-51a542c7,Countdown Manurewa,12
361-203,2254-67f3bb97,Finlayson Avenue/Roscommon Road,13
361-203,6856-0cbd494a,Finlayson Avenue/Moncrieff Avenue,14
361-203,6858-f2603c6c,Kopara Place,15
361-203,6860-e8a5a083,Manurewa Marae,16
361-203,6862-c1de9179,Bundena Place,17
361-203,6864-565a8f07,Bellville Drive,18
361-203,6866-677c51fa,Wai Iti Place,19
361-203,6868-4afcf3f8,Maplesden Drive,20
361-203,6870-54d590b2,Te Matauranga School,21
361-203,6885-9eacf5a4,Kennington Drive,22
361-203,6883-71099084,Waimahia Intermediate School,23
361-203,6083-0f8dd6ef,Palmers Road/Weymouth Road,24
361-203,6775-ccc6a66c,Weymouth Road/Castlefinn Drive,25
361-203,2154-f853f936,Bohola Rise,26
361-203,2156-4d00a7be,Carn Place,27
361-203,2149-85937644,Montego Place,28
361-203,2147-a74dc821,Elim Christan Centre,29
361-203,2145-ff054d3e,Mcdivitt Street,30
361-203,2141-105f1c01,Thompson Terrace,31
361-203,6799-88aa6884,Boon Street,32
361-203,6797-7bbc5d06,Tawa Crescent,33
361-203,2162-d121055f,Totara Road,34
361-203,2152-f5d94944,Puriri Road,35
361-203,2233-d09ce019,Blossom Lane,36
361-203,6048-79f366f2,Stop A Manurewa Station,37
97R-203,4110-651b98e2,Willow Avenue,11
97R-203,4210-0897c372,Roseberry Avenue,12
97R-203,4013-e1e209c3,New World Birkenhead,13
97R-203,4130-04adb43d,Balmain Road,14
97R-203,4132-c8d174e5,Kauri Road,15
97R-203,4134-b2f9e4dd,Verrans Corner,16
97R-203,4136-584fee75,Monte Cassino Place,17
97R-203,4138-05f6e2fd,Island Bay Road,18
97R-203,4140-889d6715,Kia Ora Road,19
97R-203,4142-d02ffb3f,Gemini Place,20
97R-203,4144-96fc24ed,Lysander Crescent,21
97R-203,4146-c1eb3b38,Aeroview Drive,22
97R-203,4148-07d1efc8,Gilpin Place,23
97R-203,4150-d757be57,Beach Haven Shops,24
97R-203,4160-a31e33ba,Shepherds Park,25
97R-203,4045-e42aa262,Maria Assumpta Catholic Church,26
97R-203,4162-cd16a9b1,Lancaster Road,27
97R-203,4051-6b837746,Birkdale Bible Chapel,28
97R-203,4053-733e0345,Levesque Street Shops,29
97R-203,4055-0b1f11a6,Birkdale Road/Eskdale Road,30
97R-203,4057-c29d55ee,Tiri Tiri Road,31
97R-203,4059-dfec0f53,Birkdale Primary School,32
97R-203,4061-a1838dbd,Gatman Street,33
97R-203,4021-1281a1ab,Verrans Corner,34
35-205,2334-9660f119,Stop A Ormiston Town Centre,1
35-205,1962-ebe3afb5,Ormiston Senior College,2
35-205,2454-e171ed2c,Geranium Avenue,3
35-205,2080-eeeeb66a,Salford Crescent,4
35-205,2078-e7c44308,Concepts Way,5
35-205,6983-dad68cb6,Topland Drive,6
35-205,6985-0a2b05a8,Kensway Drive,7
35-205,6962-ea740bad,Stancombe Road/Barry Curtis Park,8
35-205,6192-832789b9,Cyril French Park,9
35-205,6194-4a979f5f,Gracechurch Drive,10
35-205,6196-5e67568e,Ballybay Road,11
35-205,6198-424b8d2a,Smales Road,12
35-205,6220-3ae9ade7,Carlingford Drive,13
35-205,6779-150cf64f,Botany Secondary College,14
35-205,6231-190b2aaa,Stop A Botany Town Centre,15
OUT-202,7124-8993255e,Masons Avenue,1
OUT-202,7121-c9212dc1,Bayfield School,2
OUT-202,7119-5fc299b0,Lawrence Street,3
OUT-202,7117-e91d6511,John Street,4
OUT-202,7115-63c0ed0a,St Stephen's Church,5
OUT-202,7113-084b368e,Three Lamps,6
OUT-202,7111-398e6ec5,Mercy Hospice,7
OUT-202,7109-13c2b0c9,Gudgeon Street,8
OUT-202,7107-14d27628,Victoria Park Market,9
